field1,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,NumberOfTimeTotalDelay,isOld,SeriousDlqin2yrs.1,confidence,0 probability,1 probability,my_predict,confusion
147780,0,0.019920108,45,0,0.22941227100000006,11620,4,0,1,0,3,0,False,0,0.99197,0.9957,0.0043,0,TN
147783,0,1.003992016,28,1,0.109760878,2550,2,0,0,0,0,1,False,0,0.7620600000000001,0.7965399999999999,0.20346,0,TN
147791,0,0.175072206,66,0,1807.0,0,5,0,1,0,1,0,False,0,0.9925,0.99572,0.00428,0,TN
147793,0,0.871007071,29,3,0.026014366,5150,3,0,0,0,0,3,False,0,0.65437,0.69087,0.30913,1,FP
147794,0,0.056293464,48,0,0.019796041,5000,4,0,0,0,0,0,False,0,0.98895,0.99266,0.00734,0,TN
147797,0,0.025279952,49,0,0.15876573,5800,9,0,1,0,1,0,False,0,0.99175,0.9958299999999999,0.00418,0,TN
147800,0,0.0,53,0,0.0,4442,5,1,0,2,0,3,False,0,0.5402899999999999,0.6109,0.3891,1,FP
147814,0,0.015848473000000002,61,0,0.20887698,8583,7,0,2,0,0,0,False,0,0.99003,0.9934700000000001,0.006529999999999999,0,TN
147818,0,0.096575906,33,0,0.376808344,8916,8,0,3,0,1,0,False,0,0.95309,0.96624,0.033760000000000005,0,TN
147819,0,0.708458308,54,0,0.213575336,4021,5,0,0,0,1,0,False,0,0.89692,0.9240299999999999,0.07597000000000001,0,TN
147820,0,0.058831372,65,0,1932.0,0,4,0,2,0,0,0,False,0,0.9888399999999999,0.99264,0.007359999999999999,0,TN
147822,0,0.566378884,61,0,0.815224463,4610,8,0,1,0,4,0,False,0,0.8984700000000001,0.9353299999999999,0.06467,0,TN
147825,0,0.074968264,37,1,0.506143407,5452,10,0,2,0,0,1,False,0,0.88205,0.91825,0.08175,0,TN
147834,0,0.143642726,55,1,0.402053499,3700,7,0,1,0,0,1,False,0,0.87165,0.91294,0.08706,0,TN
147837,0,0.039992002,61,0,6.0,0,2,0,0,0,0,0,False,0,0.99415,0.99639,0.00361,0,TN
147838,0,0.05108113,62,0,555.0,0,7,0,0,0,0,0,False,0,0.99285,0.99582,0.00418,0,TN
147839,0,0.657342657,23,0,19.0,0,2,0,0,0,0,0,False,0,0.89449,0.9174899999999999,0.08251,0,TN
147840,0,0.256686176,44,0,0.468529115,2970,12,0,1,0,0,0,False,0,0.9531700000000001,0.9661299999999999,0.03387,0,TN
147842,0,0.74090894,71,0,0.859240688,5583,10,0,3,0,0,0,True,0,0.94542,0.96072,0.03928,0,TN
147844,0,0.471866467,36,0,0.445589448,2425,7,0,0,0,0,0,False,0,0.9220299999999999,0.94871,0.051289999999999995,0,TN
147851,0,0.306845004,41,0,0.691913511,8000,6,0,2,0,1,0,False,0,0.97325,0.9827,0.0173,0,TN
147857,0,0.367050387,44,1,980.0,0,4,0,1,0,1,1,False,0,0.91853,0.93579,0.06421,0,TN
147858,0,0.066625093,58,0,3423.0,0,15,0,4,0,0,0,False,0,0.9647899999999999,0.9755799999999999,0.024419999999999997,0,TN
147861,0,0.678338132,66,0,0.31992002,4000,4,0,0,0,0,0,False,0,0.9617,0.9739,0.0261,0,TN
147872,1,0.342368389,47,2,0.427276988,6400,9,2,2,0,0,4,False,0,0.56399,0.62385,0.37615,1,TP
147875,0,0.99520064,40,1,0.365016873,5333,7,0,1,1,0,2,False,0,0.6654399999999999,0.69865,0.30135,1,FP
147879,0,0.295237614,34,0,0.366244946,7666,9,0,1,1,2,1,False,0,0.89779,0.9198200000000001,0.08018,0,TN
147882,0,0.539538403,42,0,0.96629053,7000,9,4,3,1,1,5,False,1,0.54645,0.40781999999999996,0.59218,1,FP
147884,0,0.187219244,49,0,0.289903366,3000,6,0,0,0,0,0,False,0,0.97178,0.97988,0.02012,0,TN
147886,1,0.023255814,60,0,0.0,2675,1,0,0,0,2,0,False,0,0.98665,0.99265,0.00735,0,FN
147887,1,0.724171731,34,5,0.434818825,2400,9,1,0,0,2,6,False,1,0.5986899999999999,0.35931,0.64069,1,TP
147892,0,0.0,88,0,0.0,0,3,0,0,0,0,0,True,0,0.9923299999999999,0.99551,0.00449,0,TN
147893,0,0.144199968,41,0,0.252888069,10300,18,0,1,0,1,0,False,0,0.9494,0.9676600000000001,0.03234,0,TN
147897,0,0.08477811099999999,46,0,0.374088732,4800,12,0,1,0,0,0,False,0,0.98492,0.98966,0.01034,0,TN
147902,0,0.521913014,64,0,1962.0,0,4,0,1,1,0,1,False,0,0.7892100000000001,0.8333299999999999,0.16667,0,TN
147905,0,0.054206033,37,1,0.231794701,6000,10,0,0,0,1,1,False,0,0.8708100000000001,0.9086,0.0914,0,TN
147906,1,0.127916552,40,1,0.398087569,5960,9,0,2,0,3,1,False,0,0.87066,0.91017,0.08983,0,FN
147908,0,0.139170818,58,0,0.06239460400000001,1778,7,0,0,0,0,0,False,0,0.9812299999999999,0.98995,0.01005,0,TN
147909,0,0.000699965,70,0,0.182385803,6085,3,0,1,0,0,0,False,0,0.99331,0.99592,0.004079999999999999,0,TN
147924,0,0.9999999,37,1,0.25321275600000004,2100,3,0,0,0,0,1,False,0,0.79103,0.81842,0.18158,0,TN
147929,0,0.308970568,34,0,887.0,0,4,0,0,0,0,0,False,0,0.9740700000000001,0.9840700000000001,0.01593,0,TN
147931,0,0.165274674,78,0,0.257233035,1900,6,0,0,0,0,0,True,0,0.9743799999999999,0.98464,0.015359999999999999,0,TN
147934,0,0.884627218,27,0,0.26857606100000003,3700,7,0,0,0,0,0,False,0,0.8634,0.89443,0.10557000000000001,0,TN
147937,0,0.882569394,49,2,0.829773178,4540,14,0,1,1,1,3,False,0,0.5633600000000001,0.62457,0.37543000000000004,1,FP
147943,1,0.583708146,64,1,0.113644335,2850,6,0,0,0,0,1,False,0,0.8858600000000001,0.91141,0.08859,0,FN
147944,0,0.051328101,48,3,0.147158285,9166,23,0,1,0,3,3,False,0,0.76442,0.79514,0.20486,0,TN
147947,0,0.772209723,67,0,2.093453273,2000,11,0,2,0,0,0,False,0,0.92885,0.94686,0.05314,0,TN
147952,0,0.0336422,70,0,0.22266995,13400,19,0,2,0,0,0,False,0,0.95981,0.97809,0.02191,0,TN
147960,0,0.010428075,68,0,251.0,0,6,0,1,0,0,0,False,0,0.99456,0.99702,0.00299,0,TN
147963,0,0.837214309,50,0,0.603182752,3895,12,0,1,0,1,0,False,0,0.86739,0.8988299999999999,0.10117000000000001,0,TN
147969,0,0.003869397,75,0,1.377245509,500,10,0,1,0,0,0,True,0,0.9941700000000001,0.99659,0.0034100000000000003,0,TN
147972,0,0.08710085599999999,58,0,0.35798429299999995,9167,21,0,2,0,1,0,False,0,0.97398,0.98215,0.01785,0,TN
147977,0,0.035073101,51,0,0.5254915029999999,3000,9,0,2,0,0,0,False,0,0.97719,0.9840000000000001,0.016,0,TN
147979,0,0.008006794,64,0,0.130225989,3539,6,0,1,0,1,0,False,0,0.99219,0.9960100000000001,0.00399,0,TN
147981,0,0.318017825,59,0,0.481322225,3720,10,0,0,0,0,0,False,0,0.9431200000000001,0.958,0.042,0,TN
147982,0,0.9999999,82,0,0.0,0,3,0,0,0,0,0,True,0,0.96352,0.97541,0.02459,0,TN
147983,0,0.0,29,0,0.107311941,1900,4,0,0,1,0,1,False,0,0.8957,0.92133,0.07868,0,TN
147985,0,0.672728977,57,0,0.447423465,5258,9,0,1,0,1,0,False,0,0.94675,0.9635600000000001,0.03644,0,TN
147988,0,0.835172173,52,1,2905.0,0,6,0,1,0,1,1,False,0,0.7943600000000001,0.82757,0.17244,0,TN
147999,0,0.000861217,54,0,0.166938594,13483,10,0,1,0,0,0,False,0,0.99377,0.99654,0.00346,0,TN
148008,0,0.0,61,0,0.273867869,5100,9,0,0,0,1,0,False,0,0.98677,0.9922799999999999,0.00772,0,TN
148012,0,0.110392362,57,0,0.219982401,12500,16,0,2,0,2,0,False,0,0.97334,0.98234,0.01766,0,TN
148013,0,0.8451007540000001,36,3,0.944527736,2000,7,4,1,1,0,8,False,1,0.66937,0.30004000000000003,0.69996,1,FP
148020,0,0.003518855,30,0,5.0,0,6,0,0,0,0,0,False,0,0.9812700000000001,0.9876799999999999,0.012320000000000001,0,TN
148027,0,0.0,43,0,2.259870065,2000,14,0,2,0,2,0,False,0,0.96485,0.9775,0.0225,0,TN
148033,0,0.0,62,0,0.26235409600000004,9166,9,0,1,0,0,0,False,0,0.99405,0.9964700000000001,0.0035299999999999997,0,TN
148044,0,0.0,54,0,3.5885286780000003,400,13,0,1,0,1,0,False,0,0.98626,0.99197,0.008029999999999999,0,TN
148045,0,0.0,62,0,0.058098592,3975,4,0,0,0,0,0,False,0,0.9935200000000001,0.9963700000000001,0.00364,0,TN
148049,0,0.279039507,44,0,0.425148553,10433,13,0,2,0,5,0,False,0,0.96962,0.9786799999999999,0.02132,0,TN
148061,0,0.9999999,43,0,0.172905743,8200,4,0,1,0,2,0,False,0,0.9483600000000001,0.9669200000000001,0.03308,0,TN
148064,0,0.7948067609999999,54,0,1.676583493,2083,10,0,1,0,0,0,False,0,0.892,0.91935,0.08065,0,TN
148078,0,0.031517895,41,0,0.327401753,18600,15,0,4,0,0,0,False,0,0.9565899999999999,0.96815,0.03185,0,TN
148096,0,0.016677624,58,0,385.0,0,7,0,0,0,0,0,False,0,0.99175,0.99566,0.00434,0,TN
148109,0,0.383051173,58,0,1782.0,0,10,0,1,0,0,0,False,0,0.9757,0.98308,0.016919999999999998,0,TN
148111,0,0.0,35,0,0.08461396,5400,5,0,0,0,2,0,False,0,0.9885799999999999,0.99277,0.0072299999999999994,0,TN
148114,0,0.014566947,37,0,855.0,0,14,0,0,0,0,0,False,0,0.98839,0.9927799999999999,0.00722,0,TN
148116,0,0.0,23,0,0.0,0,2,0,0,0,0,0,False,0,0.97911,0.9858899999999999,0.014119999999999999,0,TN
148117,0,0.807154472,71,0,2.504075504,2330,7,0,2,0,0,0,True,0,0.94799,0.96236,0.03764,0,TN
148119,1,0.9045677,49,2,2.158907165,3586,16,0,6,0,0,2,False,0,0.57068,0.64245,0.35755,1,TP
148126,0,0.1283144,47,0,0.323425143,11000,6,0,1,0,1,0,False,0,0.98559,0.9902799999999999,0.00972,0,TN
148128,0,0.018773891,35,0,0.543829296,1733,10,0,2,0,0,0,False,0,0.97811,0.98488,0.015119999999999998,0,TN
148133,0,0.465951411,74,0,0.329311379,15000,23,0,2,0,0,0,True,0,0.9536,0.9672799999999999,0.03272,0,TN
148141,0,0.007195496,82,0,0.003085362,2916,3,0,0,0,0,0,True,0,0.9958100000000001,0.9977299999999999,0.00227,0,TN
148147,0,0.827528745,34,1,0.471306923,2700,6,0,1,0,2,1,False,0,0.79833,0.82831,0.17169,0,TN
148150,0,0.17376772399999998,62,0,0.4619868,11666,21,0,3,0,1,0,False,0,0.9736600000000001,0.9832200000000001,0.01678,0,TN
148154,0,0.074383397,35,0,881.0,0,8,0,1,0,0,0,False,0,0.98716,0.99187,0.00813,0,TN
148156,0,0.9999999,42,0,0.223709553,10383,2,0,1,0,0,0,False,0,0.9472799999999999,0.9656899999999999,0.03431,0,TN
148176,1,0.407626126,49,0,0.8320559809999999,3000,11,0,1,0,0,0,False,0,0.90218,0.93285,0.06715,0,FN
148183,0,0.020268265,60,0,42.0,0,12,0,0,0,1,0,False,0,0.99174,0.9955700000000001,0.00443,0,TN
148185,0,0.262962598,62,0,0.5021229460000001,5416,15,0,1,0,1,0,False,0,0.97119,0.9797600000000001,0.02024,0,TN
148186,0,0.340641175,41,0,0.74022496,5600,6,0,3,0,2,0,False,0,0.93555,0.9509799999999999,0.04902,0,TN
148188,1,0.429285357,25,0,0.20979021,1000,4,0,0,0,0,0,False,0,0.9035700000000001,0.9334,0.06661,0,FN
148189,0,0.7343068009999999,65,0,1512.0,0,13,0,0,0,0,0,False,0,0.96552,0.97621,0.0238,0,TN
148190,0,0.020774597,62,0,0.17064391399999998,7500,17,0,1,0,0,0,False,0,0.97569,0.9829899999999999,0.01701,0,TN
148195,1,0.509778327,43,0,0.318693779,13228,7,0,2,0,2,0,False,0,0.9652700000000001,0.9798899999999999,0.02011,0,FN
148197,0,0.450509898,50,0,0.7057797159999999,4584,4,0,1,0,2,0,False,0,0.9501700000000001,0.9635799999999999,0.03642,0,TN
148212,0,0.027646203,39,0,0.51508399,5833,5,0,1,0,1,0,False,0,0.98829,0.9924299999999999,0.00757,0,TN
148213,0,0.9999999,41,0,0.260601915,11695,5,0,2,0,1,0,False,0,0.93711,0.95547,0.04453,0,TN
148218,0,0.050381739,69,0,653.0,0,8,0,0,0,0,0,False,0,0.9949600000000001,0.9974299999999999,0.00257,0,TN
148239,0,0.9999999,30,0,0.039686202,6500,3,0,0,0,0,0,False,0,0.8879,0.9163100000000001,0.08369,0,TN
148243,0,0.9999999,39,0,2.966793169,4215,4,0,3,0,0,0,False,0,0.8957700000000001,0.92217,0.07783,0,TN
148247,0,0.0,60,0,0.383766429,9966,3,0,2,0,0,0,False,0,0.98969,0.99316,0.006840000000000001,0,TN
148249,0,0.009974751,81,0,0.096980604,5000,10,0,0,0,0,0,True,0,0.9933299999999999,0.9962700000000001,0.00373,0,TN
148251,0,0.109444596,69,0,363.0,0,9,0,0,0,0,0,False,0,0.99575,0.9983,0.0017,0,TN
148254,0,0.375439361,58,0,0.495377338,4650,13,0,2,0,1,0,False,0,0.93375,0.95683,0.04318,0,TN
148260,0,0.000185107,49,0,0.317834742,7333,24,0,1,0,2,0,False,0,0.97604,0.9833,0.0167,0,TN
148262,1,0.025301651,39,0,0.285174297,50000,15,0,5,0,2,0,False,0,0.9394,0.9561,0.0439,0,FN
148263,0,0.045926651,63,0,0.023990404,2500,11,0,0,0,0,0,False,0,0.9849100000000001,0.9900899999999999,0.009909999999999999,0,TN
148264,0,0.003695492,59,0,13.0,0,3,0,0,0,0,0,False,0,0.99339,0.99613,0.00387,0,TN
148271,0,0.002590539,63,0,1.0,0,5,0,0,0,0,0,False,0,0.99408,0.9965700000000001,0.00343,0,TN
148275,0,0.0,42,0,0.35356386700000003,2833,9,0,1,0,0,0,False,0,0.98245,0.98811,0.011890000000000001,0,TN
148278,0,0.064670101,58,0,0.617654291,12200,21,0,5,0,2,0,False,0,0.94009,0.95845,0.04155,0,TN
148279,0,0.264069628,39,0,0.353753372,6300,16,0,1,0,1,0,False,0,0.94135,0.9570299999999999,0.04297,0,TN
148284,0,0.7172344829999999,52,0,0.641108421,3716,9,0,1,0,3,0,False,0,0.8801200000000001,0.91002,0.08997999999999999,0,TN
148286,0,0.101869294,57,0,1292.0,0,9,0,1,0,0,0,False,0,0.99139,0.9950399999999999,0.00496,0,TN
148287,1,1.14122644,31,1,0.130697674,4299,5,0,0,0,0,1,False,0,0.5119,0.58777,0.41223000000000004,1,TP
148295,0,0.122821683,65,0,0.159632626,9145,12,0,0,0,0,0,False,0,0.9903799999999999,0.99423,0.00577,0,TN
148298,0,0.000428952,60,0,0.323648912,17966,15,0,3,0,0,0,False,0,0.9685799999999999,0.9779399999999999,0.02206,0,TN
148301,0,0.001798079,47,0,0.011747063,4000,9,0,0,0,0,0,False,0,0.9908299999999999,0.9949100000000001,0.00509,0,TN
148310,0,0.001043597,85,0,2351.0,0,10,0,1,0,0,0,True,0,0.9918299999999999,0.99519,0.00481,0,TN
148315,0,0.021773491,63,0,0.0044817120000000005,6916,8,0,0,0,0,0,False,0,0.9934700000000001,0.9962200000000001,0.0037799999999999995,0,TN
148317,0,0.763236763,27,2,0.07080686900000001,4250,5,0,0,0,1,2,False,0,0.73573,0.76593,0.23406999999999997,0,TN
148319,0,0.005630134,46,0,3854.0,0,9,0,1,0,0,0,False,0,0.9725600000000001,0.98382,0.01618,0,TN
148327,0,0.0,21,0,0.0,2000,1,0,0,0,0,0,False,0,0.96181,0.9768700000000001,0.02313,0,TN
148330,0,0.063521939,72,0,0.19993848,3250,8,0,1,0,1,0,True,0,0.99519,0.9974200000000001,0.0025800000000000003,0,TN
148333,0,0.035565768,38,0,0.554269972,7259,9,0,2,0,1,0,False,0,0.9779200000000001,0.98451,0.01549,0,TN
148335,0,0.035324117,58,0,0.599440379,4645,6,0,2,0,2,0,False,0,0.98819,0.99251,0.0075,0,TN
148339,0,0.0,65,0,0.0,12600,5,0,0,0,1,0,False,0,0.9922,0.9952799999999999,0.00472,0,TN
148341,0,0.719017413,55,0,0.244023083,10916,9,0,2,0,1,0,False,0,0.95942,0.97246,0.02754,0,TN
148349,0,0.082725042,51,0,0.498789038,7844,19,0,2,0,0,0,False,0,0.9708,0.9791700000000001,0.02083,0,TN
148352,0,0.058941059,28,0,0.080894383,5500,4,0,0,0,0,0,False,0,0.97913,0.9867100000000001,0.01329,0,TN
148354,0,0.984228541,69,0,0.815061646,3000,5,0,1,0,0,0,False,0,0.9609700000000001,0.97319,0.026810000000000004,0,TN
148356,0,0.217290629,61,0,0.824696476,3376,8,0,2,0,0,0,False,0,0.9720799999999999,0.9811799999999999,0.01882,0,TN
148358,0,0.003940693,46,0,0.419596734,6000,5,0,1,0,2,0,False,0,0.98624,0.99256,0.00744,0,TN
148360,0,0.7748333390000001,40,0,0.254092397,5497,7,0,0,0,0,0,False,0,0.9308,0.95219,0.04782,0,TN
148376,0,0.5990473789999999,59,0,0.255813953,34700,23,0,1,0,5,0,False,0,0.92619,0.94925,0.05075,0,TN
148377,0,0.683332292,42,0,1108.0,0,6,0,1,0,0,0,False,0,0.8900299999999999,0.91451,0.08549,0,TN
148382,0,0.307892673,33,1,0.108656318,10500,9,0,0,0,3,1,False,0,0.91289,0.93486,0.06514,0,TN
148388,0,0.118041975,46,0,3382.0,0,14,0,1,0,0,0,False,0,0.9822299999999999,0.99198,0.008020000000000001,0,TN
148390,1,0.851293445,34,2,0.434964769,5250,9,1,2,0,0,3,False,1,0.48145,0.44233999999999996,0.55766,1,TP
148394,0,0.110951419,60,0,2128.0,0,17,0,1,0,0,0,False,0,0.98315,0.9902200000000001,0.00978,0,TN
148401,0,0.034292375,81,0,0.087608191,9473,10,0,0,0,0,0,True,0,0.99292,0.99587,0.00413,0,TN
148410,0,0.9999999,64,4,3.323779193,941,12,0,2,0,4,4,False,0,0.57887,0.62562,0.37438,1,FP
148416,0,1.036411659,40,0,0.417757417,4583,4,0,2,0,2,0,False,0,0.82844,0.8693799999999999,0.13062,0,TN
148417,0,0.061093248,64,0,0.351129774,5000,8,0,2,0,0,0,False,0,0.98688,0.99155,0.00845,0,TN
148420,0,0.0,22,0,0.0,1500,2,0,0,0,0,0,False,0,0.9690799999999999,0.97983,0.02017,0,TN
148428,0,0.970215694,41,1,0.295989393,6033,7,0,0,0,0,1,False,0,0.76471,0.7934100000000001,0.20659,0,TN
148431,0,0.034035074,63,0,25.0,0,3,0,0,0,0,0,False,0,0.99415,0.99639,0.00361,0,TN
148434,0,0.015091299,67,0,1525.0,0,6,0,1,0,0,0,False,0,0.99193,0.9950100000000001,0.00499,0,TN
148440,1,0.75455187,50,1,0.682154457,11083,15,0,3,0,1,1,False,0,0.81405,0.84525,0.15475,0,FN
148443,0,0.06195875400000001,79,0,0.054151625,3600,3,0,1,0,0,0,True,0,0.9958100000000001,0.9977299999999999,0.00227,0,TN
148446,0,0.955974491,70,0,0.566919501,8173,8,0,2,0,1,0,False,0,0.95457,0.96873,0.03127,0,TN
148452,0,0.33459231300000003,40,0,0.146706587,5343,5,0,0,0,0,0,False,0,0.96815,0.9778600000000001,0.02214,0,TN
148457,0,0.197270642,74,0,0.126859435,5982,4,0,0,0,0,0,True,0,0.97565,0.9868,0.0132,0,TN
148463,0,0.001533231,60,0,0.0,2000,3,0,0,0,0,0,False,0,0.9930899999999999,0.9966799999999999,0.0033200000000000005,0,TN
148466,0,0.418589101,42,0,0.654549774,4208,10,0,2,0,0,0,False,0,0.9063100000000001,0.9348700000000001,0.06513,0,TN
148469,0,0.607928479,46,0,0.027375486,5661,3,2,0,1,2,3,False,0,0.46211,0.5191899999999999,0.48081,1,FP
148475,0,0.034806701,43,0,4274.0,0,10,0,3,0,1,0,False,0,0.9557200000000001,0.9685799999999999,0.03142,0,TN
148483,0,0.016726968999999998,46,0,28.0,0,4,0,0,0,0,0,False,0,0.9868,0.9928299999999999,0.00717,0,TN
148492,0,0.07097321599999999,51,0,0.136402226,10600,10,0,2,0,2,0,False,0,0.9844200000000001,0.98946,0.01054,0,TN
148494,0,0.9999999,46,0,0.0,1500,0,1,0,0,0,1,False,0,0.6674100000000001,0.70086,0.29914,1,FP
148495,0,0.005029437,55,0,0.426905456,2400,6,0,1,0,0,0,False,0,0.9857299999999999,0.99105,0.00895,0,TN
148499,0,0.055538195,58,0,1559.0,0,10,0,1,0,0,0,False,0,0.9916200000000001,0.9951,0.00491,0,TN
148501,0,0.201822805,43,0,0.475316395,10350,8,0,3,0,3,0,False,0,0.93176,0.9486600000000001,0.05134,0,TN
148502,0,0.0,96,0,0.0,0,1,0,0,0,0,0,True,0,0.9922799999999999,0.99551,0.00449,0,TN
148504,0,0.047538119,49,0,0.30188080300000003,12600,7,0,1,0,0,0,False,0,0.9932200000000001,0.99603,0.0039700000000000004,0,TN
148524,0,0.07940588400000001,34,0,0.466406719,3333,9,0,1,0,0,0,False,0,0.9799,0.9858399999999999,0.014159999999999999,0,TN
148537,0,0.149075939,39,0,152.0,0,6,0,0,0,0,0,False,0,0.9113700000000001,0.95031,0.0497,0,TN
148539,0,0.161594614,59,0,1382.0,0,4,0,2,0,1,0,False,0,0.9888399999999999,0.99308,0.00692,0,TN
148540,1,1.359550562,55,3,0.300779459,2180,7,0,1,0,2,3,False,1,0.43596999999999997,0.49577,0.5042300000000001,1,TP
148546,0,0.203351866,41,1,0.8681748359999999,7160,7,0,2,0,0,1,False,0,0.8794200000000001,0.91551,0.08449,0,TN
148565,0,0.009172003,68,0,2305.0,0,11,0,1,0,0,0,False,0,0.99446,0.99723,0.00277,0,TN
148570,0,0.032665796000000004,31,0,3071.0,0,6,0,3,0,0,0,False,0,0.94915,0.9634799999999999,0.03652,0,TN
148572,0,0.08849047800000001,42,0,0.406922357,4275,8,0,1,0,4,0,False,0,0.9751299999999999,0.9831,0.0169,0,TN
148577,0,0.0,59,0,0.0,0,1,0,0,0,0,0,False,0,0.9930700000000001,0.9962200000000001,0.0037700000000000003,0,TN
148588,0,0.0,46,0,0.231816504,21667,18,0,2,0,0,0,False,0,0.9768700000000001,0.9860399999999999,0.01396,0,TN
148591,0,0.028485757,56,0,0.118568995,2934,3,0,1,0,1,0,False,0,0.986,0.99198,0.008020000000000001,0,TN
148594,0,0.650749923,43,0,0.190294957,1050,5,0,0,0,0,0,False,0,0.8845,0.91035,0.08965,0,TN
148599,0,0.049593392,59,1,0.25086625100000004,10100,15,0,1,0,1,1,False,0,0.87387,0.90969,0.09031,0,TN
148603,0,0.152118331,46,0,0.20221253100000006,9400,9,0,2,0,0,0,False,0,0.9769,0.98401,0.016,0,TN
148604,0,0.9999999,63,0,120.0,0,1,0,0,0,0,0,False,0,0.9348700000000001,0.95421,0.04579,0,TN
148616,0,0.383844027,32,0,0.420948617,7083,12,1,2,0,2,1,False,0,0.80858,0.8382299999999999,0.16177,0,TN
148628,0,0.421239725,25,0,0.752941176,764,3,0,0,0,0,0,False,0,0.9035700000000001,0.9334,0.06661,0,TN
148629,0,0.533982775,28,0,1296.0,0,8,0,0,0,1,0,False,0,0.9224899999999999,0.9419299999999999,0.058070000000000004,0,TN
148633,0,0.018729732,58,0,0.235181186,8333,7,0,1,0,0,0,False,0,0.9931200000000001,0.99566,0.00435,0,TN
148637,1,1.115537849,66,0,0.195248249,3282,2,0,0,2,1,2,False,0,0.6543899999999999,0.69063,0.30937,1,TP
148651,0,0.108944527,50,0,3257.0,0,16,0,1,0,1,0,False,0,0.97759,0.9869899999999999,0.013009999999999999,0,TN
148655,0,0.06562900299999999,64,0,2267.0,0,7,0,2,0,0,0,False,0,0.98985,0.9934799999999999,0.006520000000000001,0,TN
148659,0,0.15329931300000002,48,0,0.5128491620000001,2684,10,0,2,0,1,0,False,0,0.9545899999999999,0.9686899999999999,0.03132,0,TN
148661,0,0.284273309,57,0,0.217627762,11583,3,0,1,0,3,0,False,0,0.9873799999999999,0.99179,0.00821,0,TN
148664,0,0.021139837,90,0,28.0,0,3,0,0,0,0,0,True,0,0.99418,0.9968600000000001,0.00314,0,TN
148665,0,0.464246166,60,0,0.643046163,3400,8,0,1,0,2,0,False,0,0.95039,0.96435,0.03565,0,TN
148685,1,0.950170819,62,3,0.54810475,14166,14,0,1,2,1,5,False,0,0.45169,0.55278,0.44722,1,TP
148688,0,0.83520412,50,0,5580.0,0,9,0,4,0,0,0,False,0,0.8816700000000001,0.9181,0.0819,0,TN
148700,0,0.001666556,39,0,0.126709863,4166,3,0,0,0,1,0,False,0,0.98998,0.99395,0.00605,0,TN
148702,0,0.031162428,38,0,0.217618749,9557,7,0,1,0,1,0,False,0,0.9893200000000001,0.9939899999999999,0.00601,0,TN
148704,0,0.918901762,30,0,0.6441947570000001,800,3,0,0,0,0,0,False,0,0.85425,0.8852700000000001,0.11473,0,TN
148705,0,0.62619474,68,1,0.415191192,13441,10,0,4,0,1,1,False,0,0.8683700000000001,0.8948200000000001,0.10518,0,TN
148710,0,0.047964788,63,0,263.0,0,6,0,0,0,0,0,False,0,0.99415,0.99639,0.00361,0,TN
148711,0,0.666587311,29,0,1.083333333,3671,7,0,1,0,0,0,False,0,0.88889,0.91346,0.08653999999999999,0,TN
148716,0,0.056410891,63,0,0.03811309,3200,10,0,0,0,0,0,False,0,0.98036,0.9868100000000001,0.01319,0,TN
148723,1,1.004183029,33,0,1.151282906,3000,12,0,3,1,0,1,False,0,0.65095,0.69172,0.30828,1,TP
148724,0,0.003555265,51,0,0.261054422,4703,17,0,1,0,2,0,False,0,0.9800700000000001,0.9864799999999999,0.013519999999999999,0,TN
148729,0,0.8263162209999999,50,0,0.262595185,13000,9,0,2,0,2,0,False,0,0.94599,0.96293,0.03708,0,TN
148734,0,0.041735062,45,0,1888.0,0,7,0,1,0,2,0,False,0,0.9917299999999999,0.9965200000000001,0.0034799999999999996,0,TN
148745,0,0.0,48,0,0.236901366,6660,3,0,1,0,2,0,False,0,0.98811,0.9924700000000001,0.007529999999999999,0,TN
148747,0,0.300223612,59,2,1.254419677,1300,11,0,1,0,0,2,False,0,0.85641,0.88003,0.11997000000000001,0,TN
148761,0,0.652136271,52,1,0.776389909,8165,14,0,2,0,1,1,False,0,0.87626,0.8986,0.1014,0,TN
148774,0,0.81821487,66,0,0.098320813,4525,12,0,0,0,0,0,False,0,0.9420299999999999,0.9575,0.0425,0,TN
148776,0,0.9999999,32,0,0.711605585,4583,4,0,1,0,1,0,False,0,0.9074200000000001,0.92753,0.07247,0,TN
148777,0,0.235858927,65,1,0.460231829,13716,18,0,2,1,0,2,False,0,0.81563,0.84499,0.15500999999999998,0,TN
148782,0,0.474872191,50,1,1.514330149,4500,16,0,3,1,0,2,False,0,0.80286,0.8312700000000001,0.16873,0,TN
148792,0,0.031253472000000004,61,0,0.017965807,3450,9,0,0,0,0,0,False,0,0.9899899999999999,0.9947799999999999,0.005220000000000001,0,TN
148793,0,0.0,35,0,0.226834494,3733,6,0,2,0,0,0,False,0,0.98103,0.98745,0.01255,0,TN
148799,0,0.049382255,55,0,0.095419484,10500,5,0,1,0,2,0,False,0,0.9914700000000001,0.9947,0.0053,0,TN
148801,0,0.8132966759999999,39,1,0.213514594,2500,4,0,0,0,2,1,False,0,0.81016,0.8390200000000001,0.16097999999999998,0,TN
